,,16362,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
5820.203224,,,isWorkDay,timeID,r
5149.99876,,,TRUE,5,2000
5032.67164,,,,,
4996.161246,,,,,
4753.407297,,,,,
3930.150903,,,,,
3923.946387,,,,,
3558.564549,,,,,
3539.05912,,,,,
3471.951064,,,,,
3465.671511,,,,,
3428.159821,,,,,
3358.180584,,,,,
3338.288146,,,,,
3252.894159,,,,,
3210.935453,,,,,
3111.749523,,,,,
3051.620252,,,,,
2926.095938,,,,,
2758.496835,,,,,
2709.998809,,,,,
2709.393254,,,,,
2706.833098,,,,,
2688.294154,,,,,
2688.294154,,,,,
2620.256957,,,,,
2464.675947,,,,,
2464.023697,,,,,
2426.364303,,,,,
2405.592932,,,,,
2275.80626,,,,,
2225.91564,,,,,
2209.564901,,,,,
2193.102943,,,,,
2176.38403,,,,,
2174.270441,,,,,
2145.631107,,,,,
2080.4092,,,,,
2066.327796,,,,,
2010.632688,,,,,
2004.448753,,,,,
1910.265796,,,,,
1907.746097,,,,,
1904.272685,,,,,
1898.228228,,,,,
1890.480093,,,,,
1840.541186,,,,,
1825.20435,,,,,
1791.426399,,,,,
1771.768286,,,,,
1764.649259,,,,,
1761.292191,,,,,
1757.89193,,,,,
1756.359271,,,,,
1752.081992,,,,,
1735.512267,,,,,
1723.914019,,,,,
1716.50753,,,,,
1710.682304,,,,,
1679.688854,,,,,
1679.484735,,,,,
1675.264292,,,,,
1674.997799,,,,,
1646.422786,,,,,
1640.823673,,,,,
1629.460441,,,,,
1626.100976,,,,,
1620.620293,,,,,
1608.819721,,,,,
1608.801651,,,,,
1590.372274,,,,,
1568.806631,,,,,
1546.143236,,,,,
1527.201669,,,,,
1525.499556,,,,,
1525.499556,,,,,
1517.980321,,,,,
1509.44968,,,,,
1504.575316,,,,,
1500.460946,,,,,
1500.019209,,,,,
1474.894527,,,,,
1471.479331,,,,,
1465.322811,,,,,
1457.709417,,,,,
1453.538633,,,,,
1442.293706,,,,,
1432.888228,,,,,
1425.744413,,,,,
1425.646059,,,,,
1423.753084,,,,,
1422.545832,,,,,
1416.119426,,,,,
1411.842129,,,,,
1402.155202,,,,,
1400.581378,,,,,
1398.108176,,,,,
1397.308773,,,,,
1393.762316,,,,,
1389.714752,,,,,
1385.841843,,,,,
1379.404111,,,,,
1377.780111,,,,,
1366.746454,,,,,
1366.605214,,,,,
1364.233865,,,,,
1362.871384,,,,,
1359.447115,,,,,
1355.869313,,,,,
1354.59871,,,,,
1332.58605,,,,,
1328.322684,,,,,
1277.535277,,,,,
1268.244438,,,,,
1262.22641,,,,,
1262.22641,,,,,
1260.386244,,,,,
1258.227417,,,,,
1242.25351,,,,,
1215.537207,,,,,
1212.248842,,,,,
1211.348538,,,,,
1211.090898,,,,,
1207.129706,,,,,
1204.449331,,,,,
1194.868293,,,,,
1194.555291,,,,,
1191.058238,,,,,
1190.181674,,,,,
1187.550126,,,,,
1186.878606,,,,,
1178.913366,,,,,
1167.715257,,,,,
1159.702175,,,,,
1150.606846,,,,,
1147.287345,,,,,
1146.555958,,,,,
1145.603494,,,,,
1140.348398,,,,,
1134.904762,,,,,
1131.737881,,,,,
1130.196046,,,,,
1130.196046,,,,,
1130.196046,,,,,
1130.196046,,,,,
1104.246376,,,,,
1104.172164,,,,,
1101.420656,,,,,
1097.344747,,,,,
1096.40464,,,,,
1088.489022,,,,,
1077.943883,,,,,
1075.978508,,,,,
1074.304182,,,,,
1073.811354,,,,,
1069.552484,,,,,
1068.942953,,,,,
1066.853272,,,,,
1061.680939,,,,,
1055.273426,,,,,
1042.369025,,,,,
1041.726458,,,,,
1039.154718,,,,,
1035.371726,,,,,
1033.289534,,,,,
1032.137272,,,,,
1031.324388,,,,,
1030.731249,,,,,
1028.717624,,,,,
1020.244888,,,,,
1019.93979,,,,,
1007.27246,,,,,
1002.956359,,,,,
1002.357956,,,,,
996.1207045,,,,,
992.6907115,,,,,
992.2199382,,,,,
991.4805156,,,,,
985.7929725,,,,,
981.5847385,,,,,
978.9214978,,,,,
967.1426091,,,,,
965.5569878,,,,,
963.5059212,,,,,
963.5059212,,,,,
962.3160276,,,,,
957.8857374,,,,,
956.3152093,,,,,
953.1902123,,,,,
947.4167315,,,,,
935.5189053,,,,,
934.360206,,,,,
928.1911004,,,,,
922.521927,,,,,
920.9051463,,,,,
915.920804,,,,,
915.6015828,,,,,
913.2573245,,,,,
907.6377613,,,,,
905.8760457,,,,,
905.5249879,,,,,
904.3135247,,,,,
903.9278376,,,,,
901.4745631,,,,,
900.3690823,,,,,
899.5997847,,,,,
895.5210538,,,,,
894.0822766,,,,,
890.9848542,,,,,
889.2018656,,,,,
879.6345576,,,,,
878.4840954,,,,,
876.2940302,,,,,
873.3782924,,,,,
872.2028535,,,,,
870.6694122,,,,,
867.3281334,,,,,
865.2135277,,,,,
864.7878566,,,,,
861.8038645,,,,,
861.336224,,,,,
858.9275547,,,,,
855.15438,,,,,
855.15438,,,,,
855.1141613,,,,,
854.1983425,,,,,
854.1144736,,,,,
853.8535142,,,,,
851.8852561,,,,,
846.4732902,,,,,
845.9961565,,,,,
844.5254615,,,,,
842.4866036,,,,,
836.1035481,,,,,
836.0440635,,,,,
835.0557648,,,,,
835.0557648,,,,,
834.7685939,,,,,
833.6956267,,,,,
831.2904057,,,,,
829.3061878,,,,,
827.9476487,,,,,
827.2830043,,,,,
827.0050319,,,,,
824.9996533,,,,,
824.9996533,,,,,
824.5289622,,,,,
823.2732559,,,,,
822.3915149,,,,,
821.9414709,,,,,
821.7994566,,,,,
819.0259618,,,,,
816.2964455,,,,,
816.2956051,,,,,
811.9800537,,,,,
809.824561,,,,,
805.2768784,,,,,
804.2792527,,,,,
804.0797183,,,,,
804.0162702,,,,,
802.6413608,,,,,
801.7665966,,,,,
801.7665966,,,,,
800.5267513,,,,,
798.5863275,,,,,
796.921778,,,,,
795.4843105,,,,,
794.5055653,,,,,
792.0441452,,,,,
788.4929562,,,,,
787.2097942,,,,,
785.8004306,,,,,
785.8004306,,,,,
784.5409742,,,,,
781.8920804,,,,,
781.3778112,,,,,
780.5741819,,,,,
778.6539878,,,,,
776.4554367,,,,,
776.094839,,,,,
774.421589,,,,,
773.9204581,,,,,
773.2241127,,,,,
769.7635731,,,,,
